+,2452,4071,5396,8992,7531,4747,2050,9476,1781,9567
+,8958,6070,8922,3613,2603,3882,4066,7837,7591,2426
+,5303,3347,1509,1167,1387,6811,228,8146,2923,5197
+,4904,140,1535,1792,4881,5209,9856,8073,3877,7458
+,6161,5503,5865,8518,9267,5285,6843,7628,9788,9313
+,5501,8391,2646,9292,8036,4114,6824,5533,3487,6722
+,7309,8015,2796,7615,4251,7811,5468,5283,7353,5088
+,256,5840,4908,1635,1928,3741,7292,1743,3273,7540
+,4602,1219,889,2829,2905,9292,4485,885,8948,8767
+,1666,5150,4044,5203,7506,7156,2325,8222,61,5084
+,3318,1472,6447,2110,7664,6797,4542,1542,9953,5925
+,5061,602,639,1632,4495,8878,4170,5840,6247,8967
+,2889,7226,1749,5707,722,1844,3213,1755,5095,3413
+,426,5378,5518,2530,2878,3520,616,7970,6937,2322
+,8698,96,9005,7459,8615,26,5238,9024,5585,1993
-,462,0,0,0,0,0,0,0,0,0
+,7548,5393,6040,4914,6908,8696,875,469,4350,178
+,9599,8124,128,4601,9777,3761,8525,5213,3397,8676
-,111,0,0,0,0,0,0,0,0,0
+,6206,3260,5635,361,8849,1396,1976,8872,3028,1879
+,281,3729,7373,8703,912,237,4936,7296,8412,623
+,8104,9775,1665,6542,2805,9598,4798,5181,7425,5855
+,6375,5878,3982,9445,4645,8160,6375,5711,4471,9563
+,1618,7637,1675,7100,6457,3862,9961,1250,1766,1368
+,2592,5975,2248,5264,338,57,8998,798,7200,9166
+,6862,1359,935,4751,9351,6790,7065,2335,7404,3533
+,3982,8297,5197,8745,1445,4349,7686,9425,9222,8059
+,4613,1466,1660,5318,7247,7253,2899,4100,3404,8058
+,3235,5724,1442,5163,3284,8029,2913,938,1688,718
+,2460,1302,8608,33,5356,9189,8725,5395,332,6353
+,4462,101,3877,4802,6797,8145,8046,8957,6318,5824
-,351,0,0,0,0,0,0,0,0,0
+,7190,51,3218,8029,4605,3046,676,1238,3077,7033
-,197,0,0,0,0,0,0,0,0,0
+,1427,604,3724,6972,1077,8138,8299,6841,8102,8175
+,1617,4358,1191,6114,9345,5511,3730,7672,6626,5888
+,7078,114,7724,5988,2907,9353,1136,2577,4234,9724
+,5677,2947,6284,2749,2164,9921,4342,9630,4653,9594
+,3402,1538,925,6634,2297,1533,2837,5660,6327,9515
+,627,4038,1430,5206,1055,4118,9655,5284,1902,69
+,5459,7443,1806,4072,9065,6065,1825,9469,6193,4484
+,7165,4164,8724,8038,4633,907,2886,9168,7092,7662
+,6020,3898,8864,3131,7354,577,194,5646,278,8297
+,1827,615,8016,7250,3954,9011,3386,4772,2570,5591
+,1111,7102,8243,8225,4330,7225,9407,8591,9112,2027
+,2963,2676,1858,5591,4072,8186,8951,3375,5282,2869
+,8593,5443,2439,3732,6525,3178,9272,1774,2697,9833
+,2196,4208,5538,8370,9366,4953,5210,2111,6942,7975
+,2964,1586,1222,9080,7828,1692,922,2746,4474,6960
+,6850,7967,672,4181,1274,2141,1096,2323,9565,4110
+,3953,2425,1282,9576,5281,149,7953,5197,5772,8115
+,6171,4110,2732,4259,8167,7362,5910,9326,7033,3976
+,7187,3753,9391,6891,9827,8889,2892,8694,321,2794
-,30,0,0,0,0,0,0,0,0,0
+,7540,1831,8278,3196,4338,58,5650,701,9480,219
+,2186,9741,6705,5174,5496,6347,2810,6806,6127,8006
-,238,0,0,0,0,0,0,0,0,0
+,8143,8405,6390,5919,9903,1226,9769,4391,4266,4156
+,4185,6119,4751,5434,2503,3484,5103,4623,6796,469
+,4515,6698,7640,3181,9270,295,9414,7325,3103,7234
+,6068,2033,8288,4341,6322,221,7162,3394,7679,5735
+,2859,7124,8941,1730,8680,6540,6518,4236,2000,433
+,6785,563,9405,1216,8114,2053,6903,2799,5658,4732
+,3941,9757,2031,2393,9743,2036,1050,2258,6457,6264
+,2224,9480,8062,8352,386,4082,4438,5084,7151,2444
+,6680,6527,118,6188,5434,7728,7255,5722,3593,8950
+,2481,4272,8430,9313,3098,9005,9890,4904,302,9734
+,6039,866,974,7876,6609,3940,3411,8943,3093,7464
+,618,8272,909,6876,7628,5335,5686,1075,6312,4961
+,1021,1540,375,9524,5231,6738,2792,5743,7484,4276
-,736,0,0,0,0,0,0,0,0,0
+,6201,5876,2449,2196,7255,9643,3102,1029,4153,6519
+,3233,3087,722,3142,6695,7160,5998,7171,3507,3999
+,4477,4173,7259,4802,345,2270,9015,807,7384,451
+,5511,6909,3865,3903,3710,9368,6341,1726,5521,1912
+,1708,8180,2419,2203,9371,494,1117,1028,8531,2791
+,3150,407,4006,8323,5706,5293,2661,7426,4459,6247
+,9119,8494,5323,1866,8142,41,8969,7056,4151,6371
+,2185,1570,8601,6488,5608,3997,6502,5029,5364,4380
+,9564,3149,6974,8391,1001,1089,210,1885,8995,4373
+,4553,6282,4359,7337,2694,4448,6255,6946,4648,7814
+,1556,2048,3374,1975,7087,779,8948,5558,2449,7455
+,5146,5130,8923,9734,1364,1379,792,9969,4049,2693
+,8894,8497,1470,2456,7906,3582,7658,9670,4439,9189
+,1686,4357,5747,3303,8012,5570,5225,8466,5367,4253
-,258,0,0,0,0,0,0,0,0,0
+,8914,5738,7508,5650,5812,1327,242,5515,9564,9369
-,86,0,0,0,0,0,0,0,0,0
+,6560,744,7620,5175,9209,4737,7917,4085,2973,2958
+,4490,806,1035,4567,5408,5798,7658,672,9759,8723
+,1425,1048,5148,1364,1788,9711,3401,3952,785,8695
+,2851,7002,4427,3833,2396,9801,9658,5301,9075,9348
+,3610,6062,874,490,9812,2935,5716,7522,2418,8437
+,2148,1849,7108,8619,2634,8027,4362,4775,6738,6549
+,598,6826,1447,1083,5053,3732,3493,8033,4135,9587
+,9890,3407,8654,2474,8919,7570,4762,5857,7522,9427
+,6561,4421,1603,9759,4693,7383,930,3692,6552,2812
+,6007,9585,5438,2784,1214,2299,3795,2986,4348,2808
+,294,1486,9176,9454,2628,8828,6864,6419,6128,9441
+,9193,7823,5876,3138,581,5193,6232,3661,5940,8272
+,1611,2334,3045,2691,4359,6573,9443,3851,8142,6466
+,2610,7486,7366,3631,1378,2545,5998,4972,5999,8069
+,2925,8959,1030,1158,2505,6185,2056,8530,7517,9837
+,3837,7576,8412,5403,3032,9558,5669,9288,4406,4452
+,1067,1175,5801,3059,501,9576,2784,8969,4620,7956
+,692,2789,1371,7679,8599,4,9402,2877,9098,9366
+,2388,9480,1969,7158,9652,5495,6567,6514,646,9957
+,4201,8969,2508,7727,5596,3627,4410,8966,3164,798
+,238,3992,3762,4882,9371,7425,6335,7939,7117,7811
+,9512,8316,6678,9011,4411,9632,8359,1577,4518,1438
+,6507,3310,6240,349,8777,4863,7905,8407,4974,4122
+,5817,6687,4675,7252,3162,6162,7892,9434,9808,9162
+,5041,6941,6602,8913,7029,1652,2491,2386,2913,6779
+,3170,1265,6814,3765,3030,4760,5020,6502,9046,268
+,9408,583,6272,3424,8844,4327,7491,4446,8306,2968
+,1063,540,9691,668,1749,855,4949,3903,6933,7357
+,5772,4003,2996,1698,8767,189,1958,3531,4900,4565
-,619,0,0,0,0,0,0,0,0,0
+,3317,6275,6393,4964,2018,9097,4785,7912,5146,7120
+,6080,9061,3978,8101,4171,8806,7506,9819,1532,3944
+,6809,6748,7050,3438,916,2355,813,6319,2433,1193
+,1095,4322,2605,2127,1081,7275,3227,4469,3218,9238
+,939,4132,8228,141,6571,9068,948,4758,7086,9133
+,919,7960,4142,6635,5244,6425,1589,6541,3708,6291
-,963,0,0,0,0,0,0,0,0,0
+,232,3514,5365,1167,5224,9367,1257,440,3709,6574
+,4549,5856,9306,2423,2864,4456,8645,2678,7237,4617
+,2921,4178,7345,2964,4062,7239,8773,9959,7359,497
+,8800,9832,9412,1868,979,6824,1303,8875,1037,4055
+,3504,6181,3164,179,7424,388,3378,9933,6745,9631
+,7759,3272,595,5155,328,3281,4964,4573,5518,1776
+,7151,6267,1468,4109,1248,4985,6569,5414,4370,412
+,168,5458,1683,8680,9613,6989,2131,1396,4373,2649
-,458,0,0,0,0,0,0,0,0,0
+,914,625,8767,3123,4035,6719,2567,5563,538,5271
+,7663,930,8428,9461,8866,7368,7341,4611,2053,6117
-,959,0,0,0,0,0,0,0,0,0
+,2831,9759,9074,8647,7745,8583,8491,2166,2438,8547
+,2284,2781,3560,4638,4748,8007,2228,6782,5898,3971
-,295,0,0,0,0,0,0,0,0,0
+,7211,3848,4493,8302,7399,2386,7933,1971,5686,2844
+,9982,6014,8568,6603,7451,4045,8601,513,3507,7712
+,1998,888,5189,5257,1513,4510,8089,6956,1530,182
+,382,3870,3190,3340,9463,7540,570,8882,3151,8973
+,8523,5984,4773,8082,465,9011,2117,6899,1090,7733
+,4621,3547,5976,5588,3099,9535,5377,4518,90,2742
+,292,1007,1734,3796,9249,8989,7686,6112,2437,7409
-,831,0,0,0,0,0,0,0,0,0
+,9063,1746,4857,6264,1499,9667,2503,9048,2732,4044
+,3359,2209,2276,7943,1396,2706,9033,8988,7329,6461
+,7147,6175,2545,234,2877,4064,7825,1217,7087,2331
+,3671,9233,667,3294,1500,2520,8333,7232,4326,1021
+,287,2057,7821,4244,8006,4997,5612,8763,966,1742
+,9907,1813,1968,882,7089,4969,7852,8122,5700,7614
+,2409,5197,8753,6419,7694,9042,2597,7451,4488,640
+,2035,3976,9595,9231,2992,2284,3423,4022,4100,9389
+,2777,3569,5437,2618,5177,4216,7472,8664,2553,6546
+,3452,3786,3072,699,4263,6920,8725,8943,2390,8227
+,7896,6622,1312,6337,1252,5060,2306,4232,8081,2891
+,7516,2090,9192,8097,8566,6754,9497,764,2963,1182
+,7636,40,1962,7120,3305,7877,9824,5437,8871,898
+,7058,7773,7723,4829,4903,2214,6641,6388,2097,8777
-,860,0,0,0,0,0,0,0,0,0
+,4772,6793,1564,2792,9924,2614,7411,9147,4369,6017
-,84,0,0,0,0,0,0,0,0,0
+,7669,8157,3582,9256,7383,9772,7469,2942,9913,2133
-,301,0,0,0,0,0,0,0,0,0
-,518,0,0,0,0,0,0,0,0,0
+,3825,9952,7815,2516,2402,215,3643,8416,7017,8779
+,7957,7482,1870,4892,4644,7359,7446,7794,6541,534
+,990,5929,9835,3643,4915,1069,6077,6652,2024,8145
+,7253,8513,74,8557,4932,1543,4193,9048,592,3931
+,9292,9949,251,9222,8776,5659,8165,7133,4765,1795
-,11,0,0,0,0,0,0,0,0,0
+,3241,2743,3901,643,3471,7823,8945,7166,9665,7990
+,6037,6972,7504,7109,6735,3529,2260,2081,9206,8285
+,6706,989,2335,9236,3327,7383,2478,5229,1633,4993
+,2358,2537,9224,5445,424,3344,4816,5693,8321,923
+,5277,6461,8942,1532,2510,6062,6551,8475,989,5254
+,9699,6758,8086,2130,2975,1797,5119,1877,8435,4623
+,487,313,8000,4063,8388,2923,2914,8248,458,782
+,9648,4545,2114,4987,7964,2964,1692,5717,5660,8066
+,2718,2493,265,821,368,2170,9021,3306,7929,1175
+,5666,3709,4930,1008,9326,984,4867,9948,8482,3738
+,3340,3948,2252,7879,3464,9528,9704,7199,3587,4045
+,9402,9694,9614,8388,4871,9908,5307,5179,3275,1228
+,1125,6923,4964,382,7718,3227,4119,6884,2742,8252
+,4842,6010,979,3605,1902,1156,4258,9549,2140,4695
+,1518,6600,5174,9200,7788,563,6110,2564,2157,445
+,9924,2690,2569,382,7462,219,4656,9404,4626,4813
+,650,8388,8842,9871,329,5783,6680,3412,3370,6064
+,3898,4054,1135,5984,9381,9428,2661,1835,2356,7521
+,6147,4409,3004,4702,4444,8646,4765,5543,7568,9954
+,4337,3151,924,4999,7172,1986,5208,4043,4796,2773
+,9299,5603,9833,5138,96,8309,593,8180,489,867
+,5520,544,318,6903,9089,1918,3954,4282,1239,7498
+,187,7173,3130,1312,4047,5414,1483,7832,2824,5870
+,5071,1464,3340,8345,8807,2386,5947,1939,3567,4771
+,114,5546,9558,4042,9612,2599,7770,7682,5212,580
+,9285,9697,5650,8718,3077,3262,3287,2111,3153,4024
+,3188,4496,380,774,8814,5953,5273,2846,4374,9634
+,2516,3689,8026,236,1879,8324,1382,2609,3322,7933
-,597,0,0,0,0,0,0,0,0,0
+,6066,6285,9922,6903,5150,1836,9126,8885,5242,6560
+,2117,1534,6776,4021,4428,3888,5273,2125,1744,6446
+,3127,1112,2064,3772,762,5466,222,4203,4410,9173
+,3095,7128,1111,9335,3545,7801,2081,7652,1595,2109
+,3866,527,6793,7916,4848,4081,6582,7914,9718,2720
+,9478,4801,2229,5002,6287,4680,242,2649,7471,5332
+,4014,4483,8928,2620,8755,7449,3472,8800,2410,5476
+,7053,588,3484,9586,7839,7534,4806,293,7577,2615
+,7652,1170,3754,5731,8169,8609,8248,501,7634,9931
+,6963,431,3901,6184,305,8443,7186,2672,4620,8769
+,4810,3194,2172,5997,1447,6073,3349,4019,4124,8109
+,7996,4310,4297,1100,3977,2854,1322,754,2495,992
+,3380,3470,6810,4667,5262,9209,7505,3672,3876,5048
+,4584,6382,8239,2974,4772,2169,1056,394,7253,263
+,8917,6854,7069,5244,2141,1103,8809,6295,191,9234
+,8641,8405,1444,910,5164,935,9938,9553,9953,4602
+,4366,7337,2378,3057,9790,7164,8476,5092,3973,3536
+,3512,5929,7136,7176,9187,3302,4086,2968,204,637
+,6149,7771,3133,3817,9810,844,946,6937,4165,652
+,3534,356,55,4819,4785,7838,7560,4097,6365,5897
+,9026,5771,645,1380,5531,1800,9822,2624,3142,3979
+,5602,7828,3418,8978,7823,144,4045,8832,4948,5831
+,4572,9550,8781,1909,3737,7169,8714,6259,450,8628
+,7486,8204,8023,6256,2588,3322,5811,7911,3015,2429
+,1946,1480,8742,3101,2628,7994,9171,2685,1170,7544
+,7857,3457,3082,4054,1801,1979,4492,2062,3496,6121
+,2439,6849,5491,4567,9925,2411,6955,7410,9679,4301
+,2080,7389,7981,4724,1153,9496,3119,188,6602,1022
+,3763,5767,5323,4347,145,713,961,3036,2028,6147
-,21,0,0,0,0,0,0,0,0,0
+,1939,4479,9723,6185,6325,2689,9520,1214,1505,9465
+,7375,1236,9136,8467,362,2326,5883,1172,1333,8373
+,433,7525,3749,7247,5342,9892,5101,7495,881,5642
+,1570,8750,9672,9529,6313,7625,6158,7974,9296,6090
+,1473,2109,4577,6997,8171,3724,4992,7566,7448,6185
+,8217,9592,4947,3321,2870,8737,5088,2215,2461,6983
+,5181,5606,4144,7393,3517,7833,98,1877,5583,8256
+,8714,9204,455,1735,9030,3690,2880,4421,6882,6219
+,2641,2314,6489,3020,6357,7938,6599,282,1687,9069
+,1211,8456,9388,6783,8364,2839,7175,268,5342,9258
+,1208,2762,8271,5727,1873,157,9055,7133,5751,9762
+,6472,9702,561,7038,8970,5885,1815,8419,1117,5666
+,3676,6371,4674,7641,2609,2841,1666,5134,3638,8501
+,2573,9912,3660,4160,6007,8471,2451,1282,3825,2049
+,3096,2667,8884,7861,1862,5249,9325,1176,7592,7241
+,4740,4759,7323,1423,1737,387,3324,8671,2853,356
+,1670,9935,6724,8302,3451,8435,5702,7439,6525,1154
+,7760,7431,4393,8600,6298,3171,5283,6089,6483,2012
+,1656,9364,9585,6837,6101,9984,2057,8229,7732,9544
+,5370,3626,995,8899,1631,1209,4457,6421,5965,6246
+,7086,2727,8638,2468,4271,9035,4208,4887,3357,7823
+,8313,1549,9449,435,6374,1283,6336,2696,8945,5540
+,3148,7035,3206,916,4858,4652,2610,9726,5576,9587
-,207,0,0,0,0,0,0,0,0,0
+,8858,5370,3835,8475,8719,7028,8890,2644,1584,4502
+,1278,5787,5545,462,5818,9145,7313,9053,7478,3336
+,8573,8124,5853,4231,6947,6950,3137,388,5289,9692
+,7943,6860,4014,8199,3590,9638,1989,3532,5428,2349
+,5633,4307,8833,5576,1272,1357,849,3277,1177,4186
+,1367,8486,9402,3326,8229,1634,1210,9407,7047,7033
+,2681,2234,3827,7635,5209,4457,4966,7619,1886,3857
+,3566,911,8492,326,4211,5010,135,7372,2837,3507
+,5363,1795,2140,7152,43,8555,6449,2247,561,49
+,1481,8091,5599,9960,3686,3531,2231,9461,7435,2343
-,220,0,0,0,0,0,0,0,0,0
-,403,0,0,0,0,0,0,0,0,0
+,4010,9216,9027,7722,173,549,9063,1736,1089,6133
+,5449,8456,6576,4340,749,2751,3420,2543,628,2968
+,5812,4735,3238,7664,4582,8321,6278,449,5973,5583
+,3093,2284,710,2711,860,5709,8152,182,510,320
+,1413,5967,3766,4774,1759,7109,2877,9417,3492,8992
+,9913,4006,835,2218,3649,5841,2677,9917,7069,3776
+,3032,8183,8116,8410,8986,3855,9855,4878,6782,1381
+,7623,545,5383,7535,7468,9573,8868,8268,4845,8132
+,7823,6023,1905,9596,2442,8490,9977,9662,7859,8167
+,789,1982,5684,838,3226,1872,3276,8316,3424,6259
+,7082,8975,4578,666,7726,1067,1533,88,6360,1393
+,126,4195,1203,7059,4672,2450,8221,876,8308,5761
+,7840,3990,4970,4185,588,9386,1830,8524,5143,9543
+,5485,5135,4189,6887,5229,239,7361,8383,9103,6169
+,5872,7900,3394,6576,9909,8962,833,960,5252,9775
+,2872,2986,4498,1644,695,9241,1001,7077,1904,6119
+,7143,952,7748,9956,6569,4174,4505,8327,9934,3874
+,6570,4566,8124,5401,7523,601,4393,2733,464,9962
+,9290,7804,3298,9674,6037,879,3807,7447,795,6381
+,1062,806,2957,5493,5809,4862,922,1332,4146,2448
+,1924,2305,8508,3331,1663,8024,8975,5876,1465,3577
+,8227,2365,1060,6673,2865,4580,2907,1674,2800,7428
+,9139,3455,7413,8330,812,49,1259,4659,7644,4606
+,6441,3112,6058,4046,1695,9396,9713,2218,8234,2515
+,6,2898,4297,9169,4946,3524,2164,6669,5387,7051
+,6183,2688,874,2234,5442,1495,2191,8400,4039,9011
+,9807,5861,3742,3938,3246,5686,6362,6971,6545,2973
+,997,2217,5041,6209,4491,6195,5518,6837,6167,2083
+,1839,8729,8752,6093,3040,3785,8343,1184,2333,8374
+,6062,897,1582,3424,77,3236,9275,4067,998,7646
+,5956,6369,6121,3184,6619,2521,9038,2314,5180,373
+,9281,7347,6589,6876,2465,9832,8054,6026,964,8141
+,5522,7517,7204,1885,8867,2254,8216,9932,7970,9568
+,3528,1267,4080,1232,2801,2549,7113,4754,286,73
+,7218,2038,3831,1135,1124,5739,4136,5004,6723,3141
+,5187,2217,8357,6771,7716,3014,355,6942,8899,6858
+,8133,5269,8569,6546,9808,3338,3105,377,9,2747
+,227,6311,8582,2409,3178,5742,6764,4081,8582,5868
+,6724,6909,1713,4537,9265,9690,2974,3408,4643,3856
+,3973,6790,6466,6516,3090,8090,3263,1724,9436,7679
-,784,0,0,0,0,0,0,0,0,0
+,677,905,7179,4762,8889,2351,8657,1857,7110,5296
+,8941,3610,4073,411,7060,9310,9953,6791,789,7803
+,7321,88,2587,288,7415,6309,4957,1814,1070,5244
+,6520,8645,6768,3004,5223,6503,1303,2167,3096,4230
+,7841,8119,7045,86,714,4233,4542,3901,8984,2375
+,2608,8275,2652,2888,7054,5827,1840,4285,4827,2716
+,2785,1757,5278,9916,6628,3672,2720,4022,4875,470
+,6109,4229,9398,734,8711,1611,616,5457,1735,381
+,5429,4192,775,231,132,8022,3622,6932,6174,9150
+,8074,1164,4059,9255,4692,8192,4398,2205,3651,4488
+,5829,2135,8617,3318,6600,9236,1018,2177,8706,2498
+,8588,1182,7146,8683,4865,2245,8652,864,372,5388
+,7435,1008,4544,5204,7915,9395,8490,1238,5655,8497
+,8400,3450,9589,5310,5941,9357,4227,6797,7625,8072
+,3480,6908,3373,5768,3067,7146,9331,6749,6910,1055
+,9707,708,5203,9549,3018,5464,4555,5909,1630,7801
+,4634,9903,661,6493,5015,1169,8141,4000,7960,8962
+,3502,7696,4611,1542,8558,4541,5125,4923,6204,9663
-,953,0,0,0,0,0,0,0,0,0
-,29,0,0,0,0,0,0,0,0,0
+,6832,3932,5912,8257,4449,1551,3503,5931,4224,316
+,1519,6757,7133,8265,7839,9256,5731,9919,5801,3016
-,940,0,0,0,0,0,0,0,0,0
+,3274,4024,933,5484,2043,6699,8138,7583,6892,7687
+,9886,5353,9741,3601,6072,7747,7424,862,6260,6959
+,7680,5084,7645,9526,4441,1459,7704,9492,1262,2713
+,4420,7076,7455,314,9505,8539,9729,4497,6900,9012
+,4355,1891,256,6129,2146,5565,9957,1787,4584,1725
+,9371,6145,5571,3095,5447,7109,7819,928,7758,5191
+,8332,1676,7695,7095,5385,2702,9977,7815,2724,9408
+,5448,3599,3150,7352,3790,2538,4082,5198,861,337
+,7708,1522,5340,5872,3413,6861,6754,296,5989,2083
+,6065,8432,4533,8308,6335,2449,8842,3889,6394,7585
+,6151,470,129,4024,7386,3446,3032,1272,1044,410
+,6628,5605,7141,8123,2166,7578,1628,8523,2869,3064
+,9879,7649,3293,6527,1473,5835,8726,4870,2337,3955
+,7587,1018,1674,9885,342,1780,5315,2396,5021,8694
+,7757,8980,1200,6912,9501,8754,8026,2017,6886,8013
+,3196,1267,2104,8332,393,2220,88,8272,6319,805
+,8399,6496,3701,3782,4488,339,6801,8036,8409,6948
+,895,298,2741,8538,7092,8829,3599,2523,4284,7804
+,4561,5648,1627,9291,7885,2659,3813,3288,5666,293
+,4897,8499,3827,9665,5750,8475,9015,5805,3505,5168
+,5900,5831,8826,3469,1475,5110,2923,698,5133,2157
-,331,0,0,0,0,0,0,0,0,0
+,1070,921,3782,1604,6197,6406,9238,383,8478,5765
+,1110,1284,1868,5176,2061,1269,3147,8349,7163,4170
+,2784,9642,3132,6492,1290,51,241,3079,1655,2426
+,5841,107,7424,6251,8438,5243,6354,4264,2391,6766
+,7769,8157,5599,2765,7398,220,4823,5408,5926,8734
